4916629717809,0,0
4917629866976,0,0
4918628486715,0,0
4919630654527,0,0
4920632123120,0,0
4921632899995,0,0
4922637338953,0,0
4923643661192,0,0
4924642579890,0,0
4925642604889,0,0
4926646043847,0,0
4927645209107,0,0
4928646448482,0,0
4929647095096,0,0
4930649765044,0,0
4931651227856,0,0
4932652719053,0,0
4933653417386,0,0
4934654127855,0,0
4935656901135,0,0
4936656934364,0,0
4937658914364,0,0
4938659628791,0,0
4939660997905,0,0
4940664288477,0,0
4941665242175,0,0
4942666636654,0,0
4943667505612,0,0
4944667480507,0,0
4945667466652,0,0
4946668269777,0,0
4947668481079,0,0
4948674846860,0,0
4949677244359,0,0
4950678057640,0,0
4951681727327,0,0
4952682219358,0,0
4953686391181,0,0
4954689244826,0,0
4955689392169,0,0
4956698260190,0,0
4957696335502,0,0
4958699314408,0,0
4959699545866,0,0
4960703745657,0,0
4961706670292,0,0
4962708491646,0,0
4963709151177,0,0
4964713316333,0,0
4965713541332,0,0
4966718466332,0,0
4967718473832,0,0
4968723410394,1245184,0
4969723809456,2415616,0
4970727717685,2067456,0
4971728606434,1954816,0
4972732580548,1425408,0
4973732546173,1623040,0
4974737818308,1847296,0
4975739842787,2924544,0
4976740342266,2760704,0
4977745217369,3620864,0
4978745719400,3431424,0
4979752588775,3450880,0
4980753028202,3235840,0
4981754463149,3570688,0
4982754487680,3827712,0
4983759000961,3475456,0
4984760761481,1856512,0
4985764042783,1808384,0
4986765197626,1457152,0
4987768371741,1787904,1151920
4988765987469,1948672,3660712
4989773840906,2052096,3989832
4990775930437,1873920,3572448
4991776791010,2044928,2936648
4992780804291,1426432,3714568
4993782274967,1333248,3485680
4994785863821,1031168,3885112
4995786651112,1656832,3177504
4996790419758,1730560,2003144
4997790770435,1681408,1370336
4998795228351,1235968,2905232
4999795022673,1536000,1940312
5000799860173,1274880,2290376
5001802330746,1159168,2658392
5002802665537,1479680,3226872
5003813084078,466944,3751968
5004812916630,860160,5801488
5005812093661,1222656,5360168
5006813744546,2553856,4114000
5007817033816,2315264,4292024
5008818986472,2340864,4968216
5009827745743,2927616,5131280
5010829804544,2532352,4386272
5011826408502,5728256,0
5012826321418,4926464,0
5013831495793,5408768,0
5014833737511,5328896,0
5015834251522,6038528,0
5016838488188,4284416,0
5017838714229,3815424,0
5018843457822,4281344,0
5019843150374,4017152,0
5020848275947,3935232,0
5021850673238,4207616,0
5022851130842,4342784,0
5023855295268,4137984,0
5024855943706,4930560,0
5025860082403,4080640,0
5026861424069,5068800,0
5027864903079,4834304,0
5028865786412,96256,0
5029869873912,0,0
5030869918235,0,0
5031879106724,0,0
